,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," PIB-renda do Agronegócio Brasileiro, 1996 a 2023, em R$ Milhões de jun/2023",,,,,,,,,,,,,,,,,," PIB do Agronegócio Brasileiro, 1996 a 2023, em R$ Milhões correntes",,,,,,,,,,,,,,,,
2004, 93.110 , 366.596 , 606.798 , 929.879 , 1.996.383 ,, 65.621 , 259.404 , 511.947 , 728.773 , 1.565.746 ,, 27.489 , 107.192 , 94.851 , 201.105 , 430.637 ,, 25.133 , 98.955 , 163.793 , 251.002 , 538.884 ,, 17.713 , 70.021 , 138.190 , 196.718 , 422.642 ,, 7.420 , 28.934 , 25.603 , 54.284 , 116.242 
2005, 73.177 , 296.840 , 589.191 , 865.375 , 1.824.583 ,, 46.204 , 211.605 , 493.941 , 675.299 , 1.427.048 ,, 26.973 , 85.235 , 95.250 , 190.076 , 397.535 ,, 21.221 , 86.080 , 170.859 , 250.949 , 529.109 ,, 13.399 , 61.363 , 143.238 , 195.829 , 413.829 ,, 7.822 , 24.717 , 27.621 , 55.120 , 115.281 
2006, 62.132 , 333.824 , 574.019 , 850.775 , 1.820.750 ,, 38.106 , 263.228 , 489.970 , 689.974 , 1.481.278 ,, 24.026 , 70.596 , 84.049 , 160.801 , 339.472 ,, 19.238 , 103.365 , 177.739 , 263.433 , 563.775 ,, 11.799 , 81.505 , 151.714 , 213.643 , 458.661 ,, 7.439 , 21.859 , 26.025 , 49.790 , 105.114 
2007, 76.431 , 355.598 , 566.364 , 871.771 , 1.870.163 ,, 51.598 , 274.194 , 458.965 , 651.171 , 1.435.929 ,, 24.833 , 81.404 , 107.398 , 220.600 , 434.234 ,, 25.189 , 117.194 , 186.656 , 287.308 , 616.347 ,, 17.005 , 90.366 , 151.261 , 214.606 , 473.237 ,, 8.184 , 26.828 , 35.395 , 72.703 , 143.110 
2008, 96.695 , 390.773 , 567.764 , 902.598 , 1.957.830 ,, 68.730 , 265.940 , 455.957 , 654.065 , 1.444.691 ,, 27.964 , 124.834 , 111.807 , 248.534 , 513.139 ,, 34.665 , 140.093 , 203.544 , 323.583 , 701.885 ,, 24.640 , 95.340 , 163.461 , 234.483 , 517.924 ,, 10.025 , 44.753 , 40.083 , 89.100 , 183.961 
2009, 76.457 , 330.750 , 562.834 , 876.090 , 1.846.132 ,, 50.507 , 224.117 , 457.534 , 638.537 , 1.370.694 ,, 25.951 , 106.633 , 105.301 , 237.554 , 475.438 ,, 29.414 , 127.245 , 216.531 , 337.045 , 710.235 ,, 19.431 , 86.221 , 176.020 , 245.655 , 527.327 ,, 9.984 , 41.023 , 40.511 , 91.391 , 182.908 
2010, 78.030 , 402.633 , 581.125 , 936.507 , 1.998.295 ,, 52.486 , 280.271 , 467.768 , 674.482 , 1.475.007 ,, 25.544 , 122.362 , 113.356 , 262.025 , 523.288 ,, 32.548 , 167.949 , 242.402 , 390.642 , 833.541 ,, 21.893 , 116.909 , 195.118 , 281.344 , 615.264 ,, 10.655 , 51.040 , 47.284 , 109.298 , 218.277 
2011, 84.308 , 462.531 , 552.431 , 904.408 , 2.003.679 ,, 55.300 , 341.268 , 452.065 , 675.772 , 1.524.405 ,, 29.008 , 121.263 , 100.366 , 228.636 , 479.273 ,, 38.093 , 208.986 , 249.606 , 408.640 , 905.326 ,, 24.986 , 154.196 , 204.257 , 305.335 , 688.775 ,, 13.107 , 54.790 , 45.348 , 103.305 , 216.551 
2012, 87.000 , 411.795 , 532.845 , 850.959 , 1.882.599 ,, 58.115 , 309.654 , 441.609 , 650.763 , 1.460.141 ,, 28.884 , 102.141 , 91.236 , 200.196 , 422.458 ,, 42.431 , 200.840 , 259.878 , 415.028 , 918.177 ,, 28.344 , 151.024 , 215.381 , 317.389 , 712.137 ,, 14.087 , 49.816 , 44.497 , 97.639 , 206.040 
2013, 89.410 , 428.166 , 528.131 , 855.499 , 1.901.207 ,, 61.669 , 287.162 , 428.054 , 625.259 , 1.402.145 ,, 27.741 , 141.004 , 100.077 , 230.240 , 499.062 ,, 46.879 , 224.494 , 276.907 , 448.550 , 996.830 ,, 32.334 , 150.563 , 224.435 , 327.832 , 735.165 ,, 14.545 , 73.930 , 52.472 , 120.718 , 261.665 
2014, 86.702 , 425.553 , 524.487 , 865.072 , 1.901.814 ,, 58.998 , 265.549 , 413.080 , 597.699 , 1.335.326 ,, 27.703 , 160.004 , 111.407 , 267.373 , 566.488 ,, 49.026 , 240.629 , 296.571 , 489.155 , 1.075.380 ,, 33.361 , 150.155 , 233.576 , 337.969 , 755.060 ,, 15.665 , 90.474 , 62.995 , 151.186 , 320.321 
2015, 84.796 , 423.712 , 541.025 , 917.586 , 1.967.118 ,, 56.795 , 270.217 , 422.275 , 625.222 , 1.374.509 ,, 28.001 , 153.495 , 118.750 , 292.364 , 592.609 ,, 51.576 , 257.719 , 329.074 , 558.114 , 1.196.483 ,, 34.545 , 164.357 , 256.845 , 380.286 , 836.033 ,, 17.031 , 93.362 , 72.228 , 177.828 , 360.449 
2016, 85.995 , 476.370 , 562.162 , 976.236 , 2.100.764 ,, 54.846 , 321.020 , 446.138 , 690.661 , 1.512.665 ,, 31.149 , 155.350 , 116.025 , 285.575 , 588.099 ,, 56.546 , 313.235 , 369.647 , 641.920 , 1.381.348 ,, 36.064 , 211.085 , 293.356 , 454.141 , 994.646 ,, 20.482 , 102.150 , 76.292 , 187.779 , 386.702 
2017, 81.768 , 436.714 , 541.653 , 924.655 , 1.984.790 ,, 52.498 , 299.751 , 426.452 , 645.408 , 1.424.109 ,, 29.270 , 136.963 , 115.202 , 279.246 , 560.681 ,, 55.739 , 297.696 , 369.230 , 630.311 , 1.352.976 ,, 35.786 , 204.332 , 290.700 , 439.957 , 970.775 ,, 19.953 , 93.364 , 78.530 , 190.354 , 382.201 
2018, 91.474 , 418.437 , 546.092 , 911.619 , 1.967.622 ,, 61.400 , 285.606 , 444.842 , 672.994 , 1.464.843 ,, 30.074 , 132.831 , 101.250 , 238.625 , 502.779 ,, 65.157 , 298.055 , 388.984 , 649.351 , 1.401.547 ,, 43.736 , 203.439 , 316.863 , 479.377 , 1.043.415 ,, 21.422 , 94.616 , 72.121 , 169.974 , 358.132 
2019, 96.503 , 420.316 , 560.284 , 943.368 , 2.020.471 ,, 65.253 , 255.996 , 444.563 , 658.837 , 1.424.650 ,, 31.250 , 164.319 , 115.721 , 284.531 , 595.821 ,, 71.643 , 312.039 , 415.951 , 700.350 , 1.499.983 ,, 48.444 , 190.050 , 330.041 , 489.116 , 1.057.650 ,, 23.200 , 121.990 , 85.910 , 211.234 , 442.333 
2020, 101.555 , 657.871 , 592.747 , 1.113.757 , 2.465.931 ,, 67.675 , 439.389 , 457.495 , 762.642 , 1.727.200 ,, 33.881 , 218.483 , 135.252 , 351.116 , 738.731 ,, 80.274 , 520.014 , 468.536 , 880.368 , 1.949.193 ,, 53.494 , 347.315 , 361.626 , 602.829 , 1.365.264 ,, 26.781 , 172.699 , 106.910 , 277.539 , 583.929 
2021, 154.377 , 784.912 , 606.620 , 1.156.663 , 2.702.572 ,, 107.746 , 543.136 , 491.070 , 860.691 , 2.002.643 ,, 46.631 , 241.776 , 115.550 , 295.972 , 699.929 ,, 135.919 , 691.065 , 534.090 , 1.018.367 , 2.379.442 ,, 94.864 , 478.196 , 432.356 , 757.783 , 1.763.199 ,, 41.056 , 212.868 , 101.734 , 260.584 , 616.243 
2022, 190.821 , 711.092 , 598.784 , 1.099.314 , 2.600.011 ,, 146.365 , 444.238 , 484.579 , 803.726 , 1.878.908 ,, 44.456 , 266.854 , 114.205 , 295.588 , 721.103 ,, 181.918 , 677.916 , 570.848 , 1.048.026 , 2.478.707 ,, 139.536 , 423.512 , 461.971 , 766.228 , 1.791.247 ,, 42.382 , 254.404 , 108.877 , 281.797 , 687.460 
2023*, 148.693 , 748.039 , 605.105 , 1.124.054 , 2.625.891 ,, 106.958 , 487.496 , 491.415 , 824.733 , 1.910.602 ,, 41.735 , 260.543 , 113.690 , 299.321 , 715.289 ,, 148.693 , 748.039 , 605.105 , 1.124.054 , 2.625.891 ,, 106.958 , 487.496 , 491.415 , 824.733 , 1.910.602 ,, 41.735 , 260.543 , 113.690 , 299.321 , 715.289 
*estimado com dados até jun/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonte: Cepea/CNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
